INDEX,EN
PanelFittingIntensify2_IntensifyCompleted,Max phase reached!
PanelFittingIntensify2_LackResource,Not enough resources!
PanelFittingIntensify2_ActiveCost,Activation Cost:
PanelFittingIntensify2_PropertyReward2,Bonus Attributes
PanelFittingIntensify2_Fitting,Attachment
PanelFittingIntensify2_IntensifyTab,Boost
PanelFittingIntensify2_BackupTab,Rollback
PanelFittingIntensify2_ResetTab,Reset
PanelFittingIntensify2_BackupDesc,Rollback returns attachments to 1-star and returns some of the materials cost.
PanelFittingIntensify2_ResetDesc,Reset returns attachments to their original state and returns some of the materials cost.
PanelFittingIntensify2_ReturnResources,Returned Materials:
PanelFittingIntensify2_BackupCost,Rollback Cost:
PanelFittingIntensify2_ResetCost,Reset Cost:
PanelFittingIntensify2_BackupSuccess,Rollback successful!
PanelFittingIntensify2_ResetSuccess,Reset successful!
PanelFittingIntensify2_BackupUnlock,"Attachment locked, cannot Rollback!"
PanelFittingIntensify2_ResetUnlock,"Attachment locked, cannot Reset!"
PanelFittingInherit_ButtonName,SWAP
PanelFittingInherit_Title,SWAP ATTACHMENT
PanelFittingInherit_SrcFit,Source Attachment
PanelFittingInherit_DstFit,Target Attachment
PanelFittingInherit_Result,Result
PanelFittingInherit_Cost,Cost
PanelFittingInherit_Lv,Level
PanelFittingInherit_Intensity,SWAP
PanelFittingInherit_Start,START
PanelFittingInherit_Goon,Tap screen to continue
PanelFittingInherit_NoticeTip,The target's equipment level and boosted Attributes will be replaced.\nContinue?
PanelFittingInherit_CantInherit,"Source attachment build is lower than the target, unable to swap."
PanelFittingInherit_NoAvailableSrc,No attachments above Lv.1
PanelFittingInherit_NoAvailableDst,Can only select attachments with same name and same rarity.
PanelFittingInherit_CantInheritLockFittingItem,Can't select locked attachments
PanelResearchReset_Desc,Reset can return all tech material cost and reduce all tech to Lv.0.
PanelResearchReset_Title,Tech Research
PanelResearchReset_CannotReset,Reset conditions not met!
PanelResearchReset_Failed,Failed to reset!
PanelResearchReset_Cost,Cost:
PanelForceShop_TabGem,Treasure
PanelForceShop_TabMaterial,Material
PanelForceShop_TabPoster,Poster
PanelForceShop_TabSundry,OTHER
PanelAnniversaryRedPacket_RewardDesc,Anniversary Celebration Red Packet Shower
PanelAnniversaryRedPacket_RuleDesc,Vault Boy has brought Red Packets for you!\n※All Overseers who has completed Chapter 1 Museum of Freedom can participate in the Anniversary Celebration Red Packet Shower event.\n※Red Packets contain random amount of Pre-War Money.\n※The Red Packet Shower will last for 20 seconds. Are you ready?
PanelAnniversaryRedPacket_OpenFailed,Failed to unlock Red Packet Shower!
PanelAnniversaryRedPacket_ActivityUnopen,Event not started yet!
PanelAnniversaryRedPacket_ActivityOver,Event ended!
PanelAnniversaryRedPacket_AutoStartDesc,Red Packet Shower starts in seconds!
PanelAnniversaryRedPacket_ActivityComeSoon,Red Packet Shower is about to start.\n
PanelAnniversaryRedPacket_DontGetAnything,"Sorry, you didn't get any Red Packet..."
PanelAnniversaryRedPacket_FunctionLock,"Function unavailable, please complete the Museum of Freedom and claim reward first!"
PanelAnniversaryCake_RewardDesc,Anniversary Celebration Cake
PanelAnniversaryCake_RuleDesc,"Vault Boy has brought Anniversary Celebration Cake for you!\n※Cut the cake to get the hidden prize!\n※It might be Gold Vault Tokens, a Switch, Samsung Headphones, etc.!\n※The cake will disappear once expired! Seize the time!"
PanelAnniversaryCake_OpenFailed,"Function unavailable, please complete the Museum of Freedom and claim reward first!"
PanelAnniversaryCake_ActivityUnopen,Event not started yet!
PanelAnniversaryCake_ActivityOver,Event ended!
PanelAnniversaryCake_AutoStartDesc,Cake appears in seconds!
PanelAnniversaryCake_AuctivityComeSoon,Cake is about to appear!\n
PanelAnniversaryCake_RamineTime,Cut the cake into 8 pieces to get mystery rewards!
PanelAnniversaryCake_Err_NotStart,Anniversary Celebration Cake not started yet!
PanelAnniversaryCake_Err_AlreadyJoin,Joined in the event already!
PanelAnniversaryCake_Err_TimeOut,Anniversary Celebration Cake ended!
PanelAnniversaryCake_Err_RealGift,Failed to claim Anniversary Celebration Cake real prize!
PanelAnniversaryCake_NoReward,"Cake disappeared, no prize gained!"
PanelAnniversaryCake_PanelOut,Ah! Cake is lost! Don't worry! We'll get you another one!
PanelAnniversaryCake_FunctionLock,"Function unavailable, please complete the Museum of Freedom and claim the reward first!"
PanelAnniversaryCake_NoReward2,No reward
PanelPosterURExchange_Title,Redeem with Posters
PanelPosterURExchange_DescTip,Select Poster
PanelPosterURExchange_Empty,You have not collected any item of this type
PanelPosterURExchange_GetGoldNumTip,Redeem Count
PanelPosterURExchange_ButtonText,Redeem
PanelPosterURExchange_Success,Redeemed
PanelPosterURExchange_Fail,Failed to redeem
PanelPosterURExchange_ExchangeTipTitle,Redeem Prompt
PanelPosterURExchange_ExchangeTipDesc,You will use excessive SSR posters to redeem
PanelPosterURExchange_DetailInfo,※Can only use excess posters of maxed-out SSR dwellers to redeem.\n※Redeem ratio is 1:1.
PanelPosterURExchange_SubscriptionRatio,Collect Ultra Rare Redeem Tickets to buy UR dwellers
PanelPosterURExchange_HasNum,Owned: (
PanelPosterURExchange_ExchangeRecruit,Ultra Rare Recruit
PanelHeroSwitch_Title,Power Transfer
PanelHeroSwitch_SameQualiyCanSwitch,0
PanelHeroSwitch_Level,Combat Level:
PanelHeroSwitch_Equip,Equip.:
PanelHeroSwitch_Perk,Perk:
PanelHeroSwitch_Tool,Tool:
PanelHeroSwitch_Ok,Complete
PanelHeroSwitch_Switch,Transfer Power
PanelHeroSwitch_Cost,Transfer Cost:
PanelHeroSwitch_SlotFull,Slots are full!
PanelHeroSwitch_NeedSameQuality,Please select a dweller for transfer!
PanelHeroSwitch_NeedSourceTargetSameQuality,The quality of source dweller and target dweller must be the same!
PanelHeroSwitch_NeedNoTraining,Dwellers in training are not available for power transfer!
PanelHeroSwitch_ItemNotEnough,Not enough items for transfer!
PanelHeroSwitch_PerkLevel,Level {0}
PanelHeroSwitchConfirm_Title,Power Transfer
PanelHeroSwitchConfirm_Content,"Swap the Combat Level, Equipment Level, Tool Level and Perk Level of the two dwellers."
PanelHeroSwitchConfirm_Cost,Cost:
PanelHeroSwitchConfirm_GoOn,Continue?
PanelHeroSwitch_Tips,"Power Transfer\nUses<color=#A66E0DFF>""Gray Holotape""</color> to transfer power for two same-quality dwellers. The transfer will swap their Combat Level, Perk Level, Equipment Level and Tool Level."
PanelHeroSwitch_ResetTips,"You are about to reset the combat level of residents, the equipment level, grade tools, expertise rating of Level 1 and get the upgrade materials:"
PanelHeroSwitch_Inited,"Resident has been initialized, it can not be reset"
PanelActivityFund_TagTech112,112 Tech Fund
PanelActivityFund_OpenDesc,"""Vault 112"" unavailable\n""Vault 112"" requires Vault Level to reach Lv.{0} to unlock"
PanelActivityFund_BuyVIPTitle,Purchase VIP
PanelActivityFund_BoughtVIP,Purchased
PanelActivityFund_RewardVip0,Free Reward
PanelActivityFund_RewardVip1,VIP Benefits
PanelActivityFund_RewardVip2,Premium VIP Benefits
PanelActivityFundReputaionLevel,Reputation Level
PanelActivityFundReputaion_Tips,Monthly Fund Raise (Only effective in that month)
PanelActivityFund_Remain,Remaining
PanelActivityFund_ActivinessValue,BP Points
PanelActivityFund_AddReputaionLevel,BP Points can increase Reputation Level
PanelActivityFund_BuyLevel,Purchase Level
PanelActivityFund_BuyVIP,Buy to become VIP
PanelActivityFund_GainReward,Lv. to claim
PanelGuildGVGSignUp_Title,FEV Infection
PanelGuildGVGSignUp_JoinStateDesc,Preparing investigation
PanelGuildGVGSignUp_SignUp,Enroll
PanelGuildGVGSignUp_AlSignUp,Enrolled
PanelGuildGVGSignUp_SignUpSuccess,Enrolled successfully
PanelGuildGVGSignUp_JoinPlayerInfo,Member Info
PanelGuildGVGSignUp_JoinPlayerCount,Participants: {0}
PanelGuildGVGSignUp_LeftTimeDesc,Combat starts in
PanelGuildGVGSignUp_UnJoin,"Enrollment ended or you left your guild.\nPlease wait for the next FEV Infection event to start.\nNext season starts at {2}:{3}, {0}{1}."
PanelGuildGVGSignUp_Settlement,"Calculating result of ""FEV Infection""..."
PanelGuildGVGSignUp_LockJoin,OverSeer's Office level up to{0} can register
PanelGuildGVGSignUp_UnJoin_NoNext,Enrollment ended or you left your guild.\nPlease wait for the next FEV Infection event to start.
PanelGuildGVGFormation_Title,Manage Team
PanelGuildGVGFormation_MyTeams,My Team
PanelGuildGVGFormation_MyHeros,My Dwellers
PanelGuildGVGFormation_Save,Save
PanelGuildGVGFormation_MaxCount,Can only deploy {0} dweller(s) in the team
PanelGuildGVGFormation_SaveTitle,Prompt
PanelGuildGVGFormation_SaveTips,Save changes?
PanelGuildGVGFormation_SaveName,Save
PanelGuildGVGFormation_DontSave,Don't save
PanelGuildGVGFormation_Success,Investigation Team set
PanelGuildGVGFormation_CloseError,Please deploy dwellers in the Investigation Team first
PanelGuildGVGFormation_SyncLevel,Sync dweller level to Lv.{0}
PanelGuildGVGFormation_TiliInfo,Stamina Recovery: {0}/h
PanelGuildGVG_ReceiveResource,Obtained the following rewards
PanelGuildGVG_ResourceEmpty,No reward to claim
PanelGuildGVG_WaitingReceiveResource,"Too frequent, please try again in {0}!"
PanelGuildGVGIntro_Title,Rules
PanelGuildGVG_SelfNodeDesc,Captured Tiles / Max Tiles to Capture
PanelGuildGVG_ObstacleTip,Cannot reach the spot
PanelGuildGVG_SeasonCountDown,Season ends in: {0}
PanelGuildGvg_SurveyTarget,Survey Target
PanelGuildGvg_AchievementComplete,Complete
PanelGuildGvg_UpMilitary,Upgrade rank
PanelGuildGvg_UpLv,Uplevel
PanelGuildGVG_OccupationList,Occupation List
PanelGuildGVG_GetAll,Get all
PanelGuildGvgMilitary_Title,Rank
PanelGuildGvgMilitary_RewardTitle,Rank Promotion Reward
PanelGuildGvgMilitary_RewardTip,Rank promotes to {0} to get:
PanelGuildGvgMilitary_BtnUpgrade,Promote Rank
PanelGuildGvgMilitary_HeroNum,Max Dwellers in Investigation Team:
PanelGuildGvgMilitary_GridNum,Capturable Tiles:
PanelGuildGvgMilitary_TecNum,"Number of tiers unlocked in ""FEV Infection"" Tech:"
PanelGuildGvgMilitary_NextLv,Next Level
PanelGuildGvgMilitary_LvMax,Max Investigator Level reached
PanelGuildGvgMilitary_PreviewReward,Preview Reward
PanelGuildGvgMilitary_RewardTitleSmall,Expected\n Reward
PanelGuildGVGCorpsInfo_Title,Investigation Group Details
PanelGuildGVGCorpsInfo_CorpsInfo,Investigation Group Info
PanelGuildGVGCorpsInfo_Leader,Leader
PanelGuildGVGCorpsInfo_Score,Total Samples Collected
PanelGuildGVGCorpsInfo_Rank,Investigation Group Rank
PanelGuildGVGCorpsInfo_RankNum,No.{0}
PanelGuildGVGCorpsInfo_MemberInfo,Member Info
PanelGuildGVGCorpsInfo_JoinPlayerCount,Participants: {0}
PanelGuildGVGCorpsInfo_MemberScore,Sample(s)
PanelGuildGVGCorpsInfo_CorpsNone,No Investigation Group Name
PanelGuildGVGCorpsInfo_LeaderNone,(None)
PanelGuildGVGCorpsInfo_Tips1,The first in the regiment to reach 'FEV Consultant' The name of the Overseer's guild will become the name of the investigation team
PanelGuildGVGCorpsInfo_Tips2,The first in the regiment to reach the rank of 'FEV Consultant' will become the head of the investigation team
PanelGuildGVGRank_NoneUnion,No Investigation Group in the rankings
PanelGuildGVGRank_None,None
PanelGuildGVGRank_UnionRank,Investigation Group Ranking
PanelGuildGVGRank_TotalScore,Total Samples Collected:
PanelGuildGVGRank_ExpectReward,Expected\nReward
PanelGuildGVGRank_UnionNoName,No Investigation Group Name
PanelGuildGVGRank_UnionNum,Investigation Group #
PanelGuildGVGRank_Tips,Rankings update once every 5 minutes
PanelGuildGVGRank_NoUnion,You haven't yet joined any Investigation Group this season
PanelGuildGVGRank_SeasonEndTime,Season ends in: {0}
PanelGuildGVGRank_NextSeasonStartTime,Season ended. Next season starts in: {0}
PanelGuildGVGRank_NoNextSeason,No next season!
PanelGuildGVGRank_BtnReceiveText,Claim Reward
PanelGuildGVGMapNodes_CellType_Space,Space
PanelGuildGVGMapNodes_CellType_Resource,FEV Source
PanelGuildGVGMapNodes_CellType_Boss,Boss
PanelChangeCertificate_Title,Redeem Certificates
PanelChangeCertificate_Failed,Failed to redeem!
PanelChangeCertificate_ButtonText,Redeem
PanelExclusiveWeaponUpgradeSucTip_LevelLimit,Level Cap:
PanelExclusiveWeaponUpgradeSucTip_UnLockSkill,Unlock Traits:
PanelExclusiveWeaponUpgradeSucTip_CloseTip,Tap the screen to close
PanelShopmallExclusiveWeapon_GiftBoxReward,Trinket Box Reward
PanelHeroExclusiveWeapon_Level,LV:
PanelHeroExclusiveWeapon_Combat,Power:
PanelHeroExclusiveWeapon_Property,Level Stats
PanelHeroExclusiveWeapon_Skill,Rank Abilities
PanelHeroExclusiveWeapon_PVPValid,(Only for PVP)
PanelHeroExclusiveWeapon_Star,{0}-star
PanelHeroExclusiveWeapon_UpStar,Rank Up
PanelHeroExclusiveWeapon_UpLevel,Upgrade
PanelHeroExclusiveWeapon_Tips,Trinket Rank-up Intro: \n1. A relic enhances its ability by upgrading its rank.\n2.A trinket unlocks traits when its rank goes up: \n---------------[5-star Trait]---------------\n{4}
PanelHeroExclusiveWeapon_Tips2,"Trinket Upgrade Intro: \n1. Each level a trinket gains increases level stats.\n2. A trinket cannot be upgrade higher than the level cap.\n3. Increasing the rank can increase the level cap.\n4. (Only for PVP) Stats: This type of stats only take effect in Arena, Pillage, Simulation Battle, Vault 112 and Duel."
PanelHeroExclusiveWeapon_StrEffect,Rank-up Effect
PanelHeroExclusiveWeapon_Cost,Rank-up Cost
PanelHeroExclusiveWeapon_StrEffect2,Upgrade Effect
PanelHeroExclusiveWeapon_Cost2,Redeem EXP
PanelHeroExclusiveWeapon_UpStarBtn,Rank Up
PanelHeroExclusiveWeapon_UpStarFullBtn,Max Rank reached
PanelHeroExclusiveWeapon_Up1LevelBtn,Upgrade x1
PanelHeroExclusiveWeapon_Up5LevelBtn,Upgrade x5
PanelHeroExclusiveWeapon_UpStarMax,Max Rank
PanelHeroExclusiveWeapon_UpStarItemNotEnough,Not enough materials
PanelHeroExclusiveWeapon_UpLevelMax,"Max level reached, please increases rank first"
PanelHeroExclusiveWeapon_UpLevelMaxLimit,Max Level
PanelHeroExclusiveWeapon_UpLevelItemNotEnough,Not enough materials
PanelHeroExclusiveWeapon_SkillLock,Please upgrade to unlock Star skills
PanelHeroExclusiveWeapon_Attr_01,Attack
PanelHeroExclusiveWeapon_Attr_02,Attack
PanelHeroExclusiveWeapon_Attr_03,HP
PanelHeroExclusiveWeapon_Attr_04,HP
PanelHeroExclusiveWeapon_Attr_05,Dodge
PanelHeroExclusiveWeapon_Attr_06,Hit Rate
PanelHeroExclusiveWeapon_Attr_07,Critical Damage
PanelHeroExclusiveWeapon_Attr_08,Critical Damage Resistance
PanelHeroExclusiveWeapon_Attr_09,Ability Damage
PanelHeroExclusiveWeapon_Attr_10,Normal Attack Damage
PanelHeroExclusiveWeapon_Attr_11,Normal Attack Resistance
PanelHeroExclusiveWeapon_Attr_12,AoE Ability Resistance
PanelHeroExclusiveWeapon_Attr_13,Single Ability Resistance
PanelHeroExclusiveWeapon_Attr_14,DOT Hit Rate
PanelHeroExclusiveWeapon_Attr_15,DOT Resistance
PanelHeroExclusiveWeapon_Attr_16,Control Effects Hit Rate
PanelHeroExclusiveWeapon_Attr_17,Control Effects Resistance
PanelHeroExclusiveWeapon_Attr_18,Negative Effects Hit Rate
PanelHeroExclusiveWeapon_Attr_19,Negative Effects Resistance
PanelHeroBiography_GuideTitle,Hero Biography
PanelHeroBiography_TotalTimes,Remaining number of challenges today: {0}
PanelHeroBiography_BuyTimesResNoEnough,Out of memory cores
PanelHeroBiography_Progress,Degree of completion:
PanelHeroBiography_AddTimesTitle,Purchases
PanelHeroBiography_AddTimesDesc,Using memory core can resume the same day the number of challenges hero biography
PanelHeroBiography_RecvUnlockRewardTitle,Get unlock rewards
PanelHeroBiography_UnLockBtn,Unlock
PanelHeroBiography_UnLockInfo,Unlock bonus
PanelHeroBiography_Lock,Unlock bonus
PanelHeroBiography_NoBiography,Biography is not turned on
PanelHeroBiography_NoBiographyTip,The hero has not turned biography
PanelHeroBiography_BattleMopUp,Raids
PanelHeroBiography_BattleActivation,activation
PanelHeroBiography_DetailXun,{0} Advanced the hero to open Hoon
PanelHeroBiography_DetailXing,{0} open star hero
PanelHeroBiography_DetailRemianTime,Today the remaining number: {0}
PanelHeroBiography_DetailBattleLockTip,The checkpoint has not been unlocked
PanelHeroBiography_DetailBattleLockTip1,Please pre checkpoint by
PanelHeroBiography_DetailBattleLockTip2,The challenge is no longer the number of checkpoints today
PanelHeroBiography_DetailBattlTobeContinue,To be continued ...
PanelHeroBiography_LevelProgress,Unlock levels:
PanelUnionStarUp_BoundTip,Please preference [{0}] Poster camp residents
PanelUnionStarUp_TransferRule,Exchange rules text
PanelUnionStarUp_Error_AlreadyMax,Residents have full level to Rising Star Rising Star can not continue
PanelUnionStarUp_Error_NoNeedMore,Poster exchange has exceeded the number of liters Star requirements
PanelUnionStarUp_Error_LackPass,Rising Star lack of certificate
PanelUnionStarUp_Error_LackPoster,Rising Star posters inadequate
PanelUnionStarUp_ConfirmTip,"You have chosen quality over other SSR and posters, to determine whether to continue Rising Star?"
PanelFitUpgradeV2_Title,Accessories Upgrade
PanelFitUpgradeV2_Cost,Consumption:
PanelFitUpgradeV2_SelectMax,maximum
PanelFitUpgradeV2_LevelMax,Accessories Level limit reached
PanelFitUpgradeV2_LevelUp,upgrade
PanelFitUpgradeV2_NoEnoughItem,Insufficient consumption of props
PanelFitUpgradeV2_LevelMaxTip,Accessories Level limit reached
PanelCompensate_Title,Supervisor gift
PanelCompensate_InInfo_Top,"Hello, supervisor: \n welcome you to choose 2.0 server world, thank you for your support since ""Fallout shelters ol"" long-term, due to the outstanding contribution of your server in the old world, we will give you the following rewards based on your contributions :"
PanelCompensate_InInfo_Bottom,"When the account level 5, you can receive in a shelter supervisor gift, this award is a one-time award, each account can only receive once."
PanelMessageBox_Cost,Consumption:
PanelExclusiveWeaponExchange_Title,Collection Exchange
PanelExclusiveWeaponExchange_DescTip,Select Collection replica
PanelExclusiveWeaponExchange_Empty,You have not gathered any such props
PanelExclusiveWeaponExchange_GetNumTip,Exchange for the amount
PanelExclusiveWeaponExchange_ButtonText,exchange
PanelExclusiveWeaponExchange_Success,Exchange success
PanelExclusiveWeaponExchange_Fail,Exchange failure
PanelExclusiveWeaponExchange_ExTipTitle,Exchange tips
PanelExclusiveWeaponExchange_ExTipDesc,You will consume excess collections replica exchange the following items:
PanelExclusiveWeaponExchange_DetailInfo,※ Use only 5-star collection of extra copies redeem \n ※ exchange ratio: \n Orange (150: 1) \n Purple (300: 1)
PanelExclusiveWeaponExchange_HasNum,It has :(
PanelExclusiveWeaponExchange_SelectBeforeItem,Please select collection of reproductions
PanelExclusiveWeaponExchange_Err_NotEnough,Need to cobble together {0} copies to redeem
PanelChatMessage_CoornateErr,"Input GVG coordinate error,please check if the coordinate is correct"
PanelChatMessage_IllegalStr,"The input GVG coordinate contains illegal characters, please check if the coordinates are correct"
PanelChatMessage_HavetoEnterStage,Please enter virus infected scene first.
PanelChatMessage_HavetoJoin,Please sign up for Virus Infection Battle first.
PanelHeroTutor_UnlockContion,{0} stage open classroom
PanelHeroTutor_AddAttrTitle1,"Set <color=#ffffff>[{0}]</color> residents supervisor, can improve the attributes of all residents, additional bouns to <color=#ffffff>[{1}]</color>."
PanelHeroTutor_AddAttrTitle2,Current bonus
PanelHeroTutor_AddAttrTitle3,[{0}] Hero:
PanelHeroTutor_AddAttrTitle4,Other heroes:
PanelHeroTutor_AddAttrTitle5,All heroes
PanelHeroTutor_SetTutor,Set tutor
PanelHeroTutor_NoHeros,No optional inhabitants!
PanelHeroTutor_Unlock,Unlock
PanelHeroTutor_AddAttrHero,Full {0}
PanelHeroTutor_ConfirmContent,"Unlock the tutor position, all residents immediate access to {0}"
PanelHeroTutor_ConfirmTitle,Unlock tutor bit
PanelHeroTutor_ConfirmBtnCancel,Think again
PanelHeroTutor_ConfirmBtnOk,Instantly unlock
PanelHeroTutor_NotAddAttr,No bonuses
PanelHeroTutor_ShowAttr,All properties
PanelHeroTutor_AttrHpAndAtk,HP
PanelHeroTutor_UnlockReward,Unlock bonus
PanelHeroTutor_AttackPower,Offensive team combat power {0}
PanelHeroTutor_SlotAdd,Instructor position +1
IllustratedTutorTitle_1,Boston tutor
IllustratedTutorTitle_2,Federal Instructor
IllustratedTutorTitle_3,Brotherhood tutor
IllustratedTutorTitle_4,School tutor
IllustratedTutorTitle_5,Wasteland tutor
IllustratedTutorTitle_6,Wilderness Instructor
IllustratedTutorTitle_7,Guardian tutor
IllustratedTutorTitle_8,Hunter Instructor
IllustratedTutorTitle_9,Treatment tutor
IllustratedTutorTitle_10,Auxiliary Instructor
PanelHeroIllustrBooks_Title,Hero illustrations
PanelHeroIllustrBooks_SubTitle,The total level of illustrations
PanelHeroIllustrBooks_UnLock,Unlock
PanelHeroIllustrBooks_CanUpgrade,Scalable
PanelHeroIllustrBooksPop_Upgrade,upgrade
PanelHeroIllustrBooksPop_UnLock,Unlock
PanelHeroIllustrBooksPop_Toget,To get
PanelHeroIllustrBooksPop_MaxStar,Full Star
PanelHeroIllustrBooksPop_Title,Atlas upgrade
PanelHeroIllustrBooks_Info,"The total level of field guide field guide to all residents and hierarchy. After obtaining the resident or residents of Rising Star, illustrations can rise to the corresponding level. Upgrade illustrations can increase the property to all residents."
PanelHeroIllustrBooks_UpXun,{0} to {1} Advanced scalable Hoon
PanelHeroIllustrBooks_UpStar,{1} {0} star upgradeable
PanelHeroIllustrBooksPop_LvUpDesc,All residents
PanelHeroIllustrBooks_UnLockDesc,{0} is obtained after unlock
PanelHeroIllustrBooksPop_LvUpPower,{0} + fighting force
PanelHeroIllustrBooksPop_IntroWord,All Dweller Arrt. Upgrade
PanelShopMallSelectHero_InnerTitle,Currently selected residents
PanelShopMallSelectHero_WishHero,Residents wish
PanelShopMallSelectHero_Title,wish list
PanelShopMallSelectHero_Title2,Residents choose
PanelShopMallSelectHero_Err_Finish,Today's wish to reach
PanelShopMallSelectHero_Err_Full,Select full
PanelShopMallSelectHero_Err_ChooseNone,Please select residents
PanelShopMallSelectWeapon_InnerTitle,Currently selected collection
PanelShopMallSelectWeapon_Title,Wish collections
PanelShopMallSelectWeapon_Title2,Select Collection
PanelShopMallSelectWeapon_Err_Finish,Today's wish to reach
PanelShopMallSelectWeapon_Err_Full,Select full
PanelShopMallSelectWeapon_Err_ChooseNone,Please select collection
PanelTheElderLibrary_Title,Imperial Library
PanelQuickMopConfirm_Title,A key sweep
PanelQuickMopConfirm_Content,"Worse {0} {1}, the latest progress of the priority level raids"
PanelQuickMopConfirm_Tips,After mopping {0} stop times
PanelQuickMopConfirm_LeftCount,Remaining number: {0}
PanelQuickMopMessage_ResEnough,"Material enough, no raids"
PanelQuickMopMessage_NotFromLevel,Props can not be obtained from the level
PanelQuickMopMessage_NoCanMopLevel,None can mop up checkpoints
PanelQuickMopMessage_NoMapNode,Can not get to the checkpoint data
PanelQuickMopMessage_CantMop_Hard_Survival,Survival mode can not sweep
PanelQuickMopMessage_Lock_Func_Mopup_Level,Sweep function unlocked
PanelQuickMopMessage_Lock_Func_Map,Map function is disabled
PanelNukaWorld_TreasureNoGet,Treasure not receive bonus points!
PanelNukaWorld_BuildNoBuild,Building has not been built
PanelNukaWorld_BuildMaxLevel,Building Rating full
PanelNukaWorld_BuildNoSelect,The building is not selected
PanelNukaWorld_NoHero,He has not played hero
PanelNukaWorldBuildList_Title,building
PanelNukaWorldBuildList_Desc,We have constructed buildings
PanelNukaWorldBuildList_ReceiveBtn,To receive a key
PanelNukaWorldBuildList_MintToggle,Materials Taiwan
PanelNukaWorldBuildList_AresenalToggle,Work table
PanelNukaWorldBuildList_GotoBtn,Go
PanelNukaWorldBuildList_Output,Yield:
PanelNukaWorldBuildList_Property,Attributes:
PanelNukaWorldBuildList_Combat,Fighting:
PanelNukaWorldBuildList_LinkReward,Parallel awards
PanelNukaWorldBuild_DiceDesc,"A lucky dice, throw the can after the appropriate number of steps to move in the nuclear world. Daily 6:00 will fill up the number."
PanelNukaWorldBuildList_WaitingReceiveResource,"Your charge too frequent, please {0} before trying to charge!"
PanelNukaWorldBuildList_ResourceEmpty,There is no charge reward
PanelNukaWorldBuildList_ReceiveResource,Bonuses
PanelNukaWorldMapForkTittle,Fork tips
PanelNukaWorldMapForkTips,"Appeared in front of the fork in the road, choose the direction you want to move forward"
PanelNukaWorldMapForkNoTips,Do not prompt appears next fork in the road
PanelNukaWorldMapMoveFail,Move failed
PanelNukaWorldMapGate_Title,Dulu roadblocks
PanelNukaWorldMapGate_Desc,Get enough explosives from the corresponding point in the region boss blew open challenge roadblock
PanelNukaWorldMapGate_Process,Dynamite
PanelNukaWorldMapGate_NoEnoughToOpen,Corresponding lack of explosive can not explode the barricades!
PanelNukaWorldMapMode_Treasure,Treasure award
PanelNukaWorldMapMode_TreasureReview,Let me have a look at what's
PanelNukaWorldActivityMap_NoOpen,Not yet reached the open time
PanelNukaWorldActivityMap_OutOpen,Opening time has passed
PanelNukaWorldActivityMap_NoBuild,Not yet built
PanelNukaWorldActivityMap_WillOpen,{0} after the opening
PanelNukaWorldActivityMap_WillClose,After closing {0}
PanelNukaWorldMapBuild_BuildSuccess,Build success
PanelNukaWorldMapBuild_UpSuccess,update successed
PanelNukaWorldMapBuild_NoLook,No construction can not view
PanelNukaWorldMapBuild_Level,grade:
PanelNukaWorldMapBuild_Effect,effect:
PanelNukaWorldMapBuild_Output,Yield:
PanelNukaWorldMapBuild_Property,Attributes:
PanelNukaWorldMapBuild_Combat,Fighting:
PanelNukaWorldMapBuild_Cost,Consumption:
PanelNukaWorldMapBuild_LinkReward,Parallel awards
PanelNukaWorldMapBuild_Build,put up
PanelNukaWorldMapBuild_UpLevel,upgrade
PanelNukaWorldMapBuild_Look,View
PanelNukaWorldMapBuild_Confirm,confirm
PanelNukaWorldMapBuild_Cancel,cancel
PanelNukaWorldMapNodes_AlTrigger,The point has been played
PanelNukaWorldMapNodes_InBuilding,Building
PanelNukaWorldMap_Title,Nuka Cola
PanelNukaWorldBuildList_BuildNone,You don't have any building yet
PanelNukaWorldTransfer_Trans,Deliver
PanelNukaWorldTransfer_Lock,Unlocked
PanelNukaWorldTransfer_AreaInfo,Area information {0}
PanelNukaWorldTransfer_BossNode,Boss challenge point
PanelNukaWorldTransfer_ResBuild,Resource Building
PanelNukaWorldTransfer_BattleBuild,Fighting construction
PanelNukaWorldTransfer_BuildNum,Level {0}: {1} Block
PanelNukaWorldTransfer_Gate,Portal {0}
PanelNukaWorldTransfer_UpAttr,Property promotion
PanelNukaWorldTransfer_StayArea,Already in the target area
PanelNukaWorldTransfer_LockArea,Regional unlocked
PanelNukaWorldTransfer_CantTrans,"Teleport is not, can not be transferred"
PanelNukaWorldTransfer_ActiveAgain,We went to the starting point of transfer before the transfer again
PanelNukaWorldEvent_Title_Fixed,Fixed event
PanelNukaWorldEvent_Title_Select,Multiple-choice events
PanelNukaWorldEvent_Title_Hero,Heroes Event
PanelNukaWorldEvent_NeedHero,Need to have [{0}]
PanelNukaWorldEvent_BtnOption,Select {0}
NukaWorldItem_ConstStepDice,Use dice proceeds step step {0}
NukaWorldItem_StayDice,Use left standing dice trigger the cell again
NukaWorldItem_UpgradeBuildCardTipNo,There are currently no building can be upgraded
NukaWorldItem_UpgradeBuildCard,"Use of construction to upgrade the card, so that the selected building upgrades 1"
NukaWorldItem_ChooseBuildUpLv,Select a building upgrade
PanelNukaWorldChooseDice_Title,Remote control dice
